chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,11,8.1.4 规划：把复杂目标拆成步骤,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.4 规划：把复杂目标拆成步骤,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.4 规划：把复杂目标拆成步骤的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习；贝叶斯优化；代理。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,12,8.1.5 记忆：短期、长期与任务记忆,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.5 记忆：短期、长期与任务记忆,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.5 记忆：短期、长期与任务记忆的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,13,8.1.6 工具调用：让代理连接外部世界,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；AI代理 主动学习 贝叶斯优化,CALPHAD; Materials Project; phase-field; phase diagram; DFT; AI agent Bayesian optimization active learning loop,材料信息学 CALPHAD 相图 高通量材料设计 8.1.6 工具调用：让代理连接外部世界,materials informatics CALPHAD phase diagram high-throughput materials design AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.6 工具调用：让代理连接外部世界的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：相场；CALPHAD；分子动力学；有限元；Materials Project。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,14,8.1.7 反馈：闭环系统的核心,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.7 反馈：闭环系统的核心,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.7 反馈：闭环系统的核心的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：代理；闭环。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,15,8.1.8 ReAct 思想：推理与行动交替,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.8 ReAct 思想：推理与行动交替,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.8 ReAct 思想：推理与行动交替的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：代理。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,16,8.1.9 AI代理在材料领域的作用层级,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.9 AI代理在材料领域的作用层级,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.9 AI代理在材料领域的作用层级的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习；代理；闭环。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,17,8.1.10 AI代理的风险边界,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.1.10 AI代理的风险边界,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.1.10 AI代理的风险边界的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：代理。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,18,8.2 LLM + 工具调用：从文本到可执行任务,yes,medium,概念示意,algorithm_diagram,大语言模型；提示工程；生成式；词向量；幻觉；上下文窗口；AI代理 主动学习 贝叶斯优化,token; LLM; prompt; AI agent Bayesian optimization active learning loop,大语言模型 提示工程 Transformer 注意力机制 示意图 8.2 LLM + 工具调用：从文本到可执行任务,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2 LLM + 工具调用：从文本到可执行任务的教学示意图,right,右侧 40% 宽度,本页涉及生成式AI相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：LLM。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,19,8.2.1 为什么 LLM 需要工具,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；AI代理 主动学习 贝叶斯优化,SVM; KNN; AI agent Bayesian optimization active learning loop,机器学习流程 特征工程 模型训练 评估 示意图 8.2.1 为什么 LLM 需要工具,machine learning workflow feature engineering model training evaluation diagram AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.1 为什么 LLM 需要工具的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：模型训练。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,20,8.2.2 工具调用的基本结构,yes,medium,概念示意,algorithm_diagram,大语言模型；提示工程；生成式；词向量；幻觉；上下文窗口；AI代理 主动学习 贝叶斯优化,token; LLM; prompt; AI agent Bayesian optimization active learning loop,大语言模型 提示工程 Transformer 注意力机制 示意图 8.2.2 工具调用的基本结构,large language model Transformer attention mechanism prompt engineering workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.2 工具调用的基本结构的教学示意图,right,右侧 40% 宽度,本页涉及生成式AI相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：LLM。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,21,8.2.3 工具参数模式：为什么要结构化,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,22,8.2.4 代码工具：从问题到可运行程序,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；AI代理 主动学习 贝叶斯优化,Pandas; NumPy; CSV; AI agent Bayesian optimization active learning loop,Python Pandas 数据预处理 数据清洗 流程图 8.2.4 代码工具：从问题到可运行程序,Python pandas data preprocessing workflow missing values feature scaling diagram AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.4 代码工具：从问题到可运行程序的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：数据清洗；缺失值；异常值。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,23,8.2.5 Python工具调用示意,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；AI代理 主动学习 贝叶斯优化,Pandas; NumPy; CSV; AI agent Bayesian optimization active learning loop,Python Pandas 数据预处理 数据清洗 流程图 8.2.5 Python工具调用示意,Python pandas data preprocessing workflow missing values feature scaling diagram AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.5 Python工具调用示意的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；CSV。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,24,8.2.6 数据库工具：从文本查询到结构化结果,yes,medium,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；AI代理 主动学习 贝叶斯优化,CALPHAD; Materials Project; phase-field; phase diagram; DFT; AI agent Bayesian optimization active learning loop,材料信息学 CALPHAD 相图 高通量材料设计 8.2.6 数据库工具：从文本查询到结构化结果,materials informatics CALPHAD phase diagram high-throughput materials design AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.6 数据库工具：从文本查询到结构化结果的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：材料数据库。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,25,8.2.7 文献检索工具：证据优先,yes,low,概念示意,schematic,8.2.7 文献检索工具：证据优先；AI代理 主动学习 贝叶斯优化,AI agent Bayesian optimization active learning loop; concept diagram,AI代理 主动学习 贝叶斯优化 8.2.7 文献检索工具：证据优先 教学示意图,AI agent Bayesian optimization active learning loop 8.2.7 文献检索工具：证据优先 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.7 文献检索工具：证据优先的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,26,8.2.8 绘图工具：辅助判断而非装饰,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.2.8 绘图工具：辅助判断而非装饰,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.8 绘图工具：辅助判断而非装饰的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习；贝叶斯优化；采集函数；不确定性。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,27,8.2.9 工具调用中的单位一致性,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.2.9 工具调用中的单位一致性,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.9 工具调用中的单位一致性的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：代理。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,28,8.2.10 工具调用结果的验证,yes,low,概念示意,schematic,8.2.10 工具调用结果的验证；AI代理 主动学习 贝叶斯优化,AI agent Bayesian optimization active learning loop; concept diagram,AI代理 主动学习 贝叶斯优化 8.2.10 工具调用结果的验证 教学示意图,AI agent Bayesian optimization active learning loop 8.2.10 工具调用结果的验证 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.2.10 工具调用结果的验证的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,29,8.2.11 LLM + 工具调用的小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,30,8.3 主动学习：让模型主动选择样本,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.3 主动学习：让模型主动选择样本,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.3 主动学习：让模型主动选择样本的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,31,8.3.1 被动学习与主动学习,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.3.1 被动学习与主动学习,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.3.1 被动学习与主动学习的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习；贝叶斯优化。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,32,8.3.2 主动学习的基本流程,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.3.2 主动学习的基本流程,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.3.2 主动学习的基本流程的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习；不确定性。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,33,8.3.3 主动学习的数学形式,yes,high,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；AI代理 主动学习 贝叶斯优化,AI Agent; AI agent Bayesian optimization active learning loop,贝叶斯优化 主动学习 闭环 AI Agent 流程图 8.3.3 主动学习的数学形式,Bayesian optimization active learning loop acquisition function AI agent workflow AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.3.3 主动学习的数学形式的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：主动学习；不确定性。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,34,8.3.4 不确定性采样,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；AI代理 主动学习 贝叶斯优化,microstructure; SEM; EBSD; AI agent Bayesian optimization active learning loop,材料显微组织识别 图像 8.3.4 不确定性采样,materials microstructure recognition microscopy image AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.3.4 不确定性采样的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织。
ch08,第8章_AI代理主动学习与贝叶斯优化_100页_Marp.md,35,8.3.5 边际采样,yes,medium,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；AI代理 主动学习 贝叶斯优化,Bayes; AI agent Bayesian optimization active learning loop,贝叶斯定理 先验 后验 概率图示 8.3.5 边际采样,Bayes theorem diagram probability prior posterior likelihood AI agent Bayesian optimization active learning loop,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,8.3.5 边际采样的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：概率。
