chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,11,知识表示的基本要求,yes,medium,安全合规案例,schematic,隐私；数据安全；公平性；可解释；鲁棒性；联邦学习；差分隐私；合规；伦理；水印；攻击；知识库 知识图谱 RAG,可信AI; knowledge graph retrieval augmented generation workflow vector database,可信AI 数据安全 隐私 公平性 可解释性 示意图 知识表示的基本要求,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,知识表示的基本要求的教学示意图,right,右侧 40% 宽度,本页涉及安全合规案例相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：可解释。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,12,产生式规则,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,13,框架表示,yes,medium,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；知识库 知识图谱 RAG,CALPHAD; Materials Project; phase-field; phase diagram; DFT; knowledge graph retrieval augmented generation workflow vector database,材料信息学 CALPHAD 相图 高通量材料设计 框架表示,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,框架表示的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：材料数据库。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,14,语义网络,yes,medium,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 语义网络,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,语义网络的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,15,本体：概念层面的约束,yes,low,概念示意,schematic,本体：概念层面的约束；知识库 知识图谱 RAG,knowledge graph retrieval augmented generation workflow vector database; concept diagram,知识库 知识图谱 RAG 本体：概念层面的约束 教学示意图,knowledge graph retrieval augmented generation workflow vector database 本体：概念层面的约束 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,本体：概念层面的约束的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,16,专家系统的基本结构,yes,high,安全合规案例,schematic,隐私；数据安全；公平性；可解释；鲁棒性；联邦学习；差分隐私；合规；伦理；水印；攻击；知识库 知识图谱 RAG,可信AI; knowledge graph retrieval augmented generation workflow vector database,可信AI 数据安全 隐私 公平性 可解释性 示意图 专家系统的基本结构,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,专家系统的基本结构的教学示意图,right,右侧 40% 宽度,本页涉及安全合规案例相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：可解释；合规。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,17,专家系统与机器学习的差异,yes,medium,安全合规案例,schematic,隐私；数据安全；公平性；可解释；鲁棒性；联邦学习；差分隐私；合规；伦理；水印；攻击；知识库 知识图谱 RAG,可信AI; knowledge graph retrieval augmented generation workflow vector database,可信AI 数据安全 隐私 公平性 可解释性 示意图 专家系统与机器学习的差异,trustworthy AI framework data privacy fairness explainability robustness diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,专家系统与机器学习的差异的教学示意图,right,右侧 40% 宽度,本页涉及安全合规案例相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：可解释。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,18,知识工程流程,yes,high,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 知识工程流程,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,知识工程流程的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：RAG。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,19,材料知识工程的典型对象,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；知识库 知识图谱 RAG,CALPHAD; Materials Project; phase-field; phase diagram; DFT; knowledge graph retrieval augmented generation workflow vector database,材料信息学 CALPHAD 相图 高通量材料设计 材料知识工程的典型对象,materials informatics CALPHAD phase diagram high-throughput materials design knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,材料知识工程的典型对象的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：相场；有限元；DFT。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,20,7.1 小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,21,7.2 知识图谱：实体、关系、属性与推理 △,yes,medium,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 7.2 知识图谱：实体、关系、属性与推理 △,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,7.2 知识图谱：实体、关系、属性与推理 △的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,22,7.2 的学习任务,yes,high,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 7.2 的学习任务,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,7.2 的学习任务的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：RAG；向量检索；知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,23,实体、关系与属性,yes,medium,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 实体、关系与属性,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,实体、关系与属性的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,24,三元组表示,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,25,模式层与实例层,no,none,,,,,,,,,,,none,不建议插图,本页以代码阅读或演示为主，插图可能挤压 4:3 板书式排版空间。,no,若后续需要运行结果截图，可人工补充。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,26,RDF三元组思想,yes,low,概念示意,schematic,RDF三元组思想；知识库 知识图谱 RAG,knowledge graph retrieval augmented generation workflow vector database; concept diagram,知识库 知识图谱 RAG RDF三元组思想 教学示意图,knowledge graph retrieval augmented generation workflow vector database RDF三元组思想 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,RDF三元组思想的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,27,图数据库与关系数据库的差异,yes,low,概念示意,schematic,图数据库与关系数据库的差异；知识库 知识图谱 RAG,knowledge graph retrieval augmented generation workflow vector database; concept diagram,知识库 知识图谱 RAG 图数据库与关系数据库的差异 教学示意图,knowledge graph retrieval augmented generation workflow vector database 图数据库与关系数据库的差异 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,图数据库与关系数据库的差异的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,28,知识图谱构建流程,yes,high,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 知识图谱构建流程,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,知识图谱构建流程的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,29,实体抽取：从文本到结构,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,30,关系抽取：从句子到边,yes,low,概念示意,schematic,关系抽取：从句子到边；知识库 知识图谱 RAG,knowledge graph retrieval augmented generation workflow vector database; concept diagram,知识库 知识图谱 RAG 关系抽取：从句子到边 教学示意图,knowledge graph retrieval augmented generation workflow vector database 关系抽取：从句子到边 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,关系抽取：从句子到边的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,31,实体对齐与消歧,yes,medium,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 实体对齐与消歧,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,实体对齐与消歧的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识库。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,32,单位统一与属性规范,yes,medium,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 单位统一与属性规范,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,单位统一与属性规范的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：知识库。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,33,图谱查询：邻居查询,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；知识库 知识图谱 RAG,microstructure; SEM; EBSD; knowledge graph retrieval augmented generation workflow vector database,材料显微组织识别 图像 图谱查询：邻居查询,materials microstructure recognition microscopy image knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,图谱查询：邻居查询的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：microstructure。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,34,图谱推理：路径推理,no,none,,,,,,,,,,,none,不建议插图,本页以代码阅读或演示为主，插图可能挤压 4:3 板书式排版空间。,no,若后续需要运行结果截图，可人工补充。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,35,图谱推理：规则推理,yes,low,概念示意,schematic,图谱推理：规则推理；知识库 知识图谱 RAG,knowledge graph retrieval augmented generation workflow vector database; concept diagram,知识库 知识图谱 RAG 图谱推理：规则推理 教学示意图,knowledge graph retrieval augmented generation workflow vector database 图谱推理：规则推理 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,图谱推理：规则推理的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,36,知识图谱在材料科学中的价值,yes,high,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 知识图谱在材料科学中的价值,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,知识图谱在材料科学中的价值的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：RAG；知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,37,知识图谱的局限,yes,high,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 知识图谱的局限,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,知识图谱的局限的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：向量检索；知识图谱。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,38,7.2 小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch07,第7章_知识库知识图谱与检索增强生成RAG_100页_Marp.md,39,7.3 向量数据库、文本嵌入与相似性检索,yes,high,数据流程,flowchart,检索增强；向量数据库；向量检索；知识库；知识图谱；语义检索；知识库 知识图谱 RAG,RAG; GraphRAG; knowledge graph retrieval augmented generation workflow vector database,检索增强生成 RAG 向量数据库 知识图谱 流程图 7.3 向量数据库、文本嵌入与相似性检索,retrieval augmented generation workflow vector database knowledge graph diagram knowledge graph retrieval augmented generation workflow vector database,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,7.3 向量数据库、文本嵌入与相似性检索的教学示意图,bottom,底部横向流程图,本页涉及RAG相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：向量数据库；知识图谱；语义检索。
