chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,11,单个神经元：线性组合加非线性,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,12,激活函数的作用,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；深度学习 多模态AI 显微组织识别,SVM; KNN; deep learning microstructure recognition CNN architecture,机器学习流程 特征工程 模型训练 评估 示意图 激活函数的作用,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,激活函数的作用的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：分类。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,13,层与网络：从局部计算到整体映射,yes,low,概念示意,schematic,层与网络：从局部计算到整体映射；深度学习 多模态AI 显微组织识别,deep learning microstructure recognition CNN architecture; concept diagram,深度学习 多模态AI 显微组织识别 层与网络：从局部计算到整体映射 教学示意图,deep learning microstructure recognition CNN architecture 层与网络：从局部计算到整体映射 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,层与网络：从局部计算到整体映射的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,14,前向传播,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；深度学习 多模态AI 显微组织识别,microstructure; SEM; EBSD; deep learning microstructure recognition CNN architecture,材料显微组织识别 图像 前向传播,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,前向传播的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,15,Softmax 与类别概率,yes,medium,算法流程,algorithm_diagram,贝叶斯；概率分布；先验；后验；似然；概率；正态分布；条件概率；深度学习 多模态AI 显微组织识别,Bayes; deep learning microstructure recognition CNN architecture,贝叶斯定理 先验 后验 概率图示 Softmax 与类别概率,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,Softmax 与类别概率的教学示意图,bottom,底部横向流程图,本页涉及算法机理相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：概率。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,16,损失函数：衡量预测错误,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；深度学习 多模态AI 显微组织识别,SVM; KNN; deep learning microstructure recognition CNN architecture,机器学习流程 特征工程 模型训练 评估 示意图 损失函数：衡量预测错误,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,损失函数：衡量预测错误的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；分类。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,17,梯度下降：模型如何学习,yes,low,概念示意,schematic,梯度下降：模型如何学习；深度学习 多模态AI 显微组织识别,deep learning microstructure recognition CNN architecture; concept diagram,深度学习 多模态AI 显微组织识别 梯度下降：模型如何学习 教学示意图,deep learning microstructure recognition CNN architecture 梯度下降：模型如何学习 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,梯度下降：模型如何学习的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,18,反向传播：自动计算梯度,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 反向传播：自动计算梯度,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,反向传播：自动计算梯度的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：深度学习。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,19,深度学习训练流程,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；深度学习 多模态AI 显微组织识别,SVM; KNN; deep learning microstructure recognition CNN architecture,机器学习流程 特征工程 模型训练 评估 示意图 深度学习训练流程,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,深度学习训练流程的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；分类。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,20,过拟合：训练好不等于泛化好,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；深度学习 多模态AI 显微组织识别,SVM; KNN; deep learning microstructure recognition CNN architecture,机器学习流程 特征工程 模型训练 评估 示意图 过拟合：训练好不等于泛化好,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,过拟合：训练好不等于泛化好的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：过拟合。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,21,常用正则化方法,yes,low,概念示意,schematic,常用正则化方法；深度学习 多模态AI 显微组织识别,deep learning microstructure recognition CNN architecture; concept diagram,深度学习 多模态AI 显微组织识别 常用正则化方法 教学示意图,deep learning microstructure recognition CNN architecture 常用正则化方法 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,常用正则化方法的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,22,深度学习框架的基本分工,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 深度学习框架的基本分工,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,深度学习框架的基本分工的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：深度学习。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,23,Python示例：张量形状的意义,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；深度学习 多模态AI 显微组织识别,microstructure; SEM; EBSD; deep learning microstructure recognition CNN architecture,材料显微组织识别 图像 Python示例：张量形状的意义,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,Python示例：张量形状的意义的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,24,本节小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,25,5.2 卷积神经网络与图像识别 △,yes,high,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 5.2 卷积神经网络与图像识别 △,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,5.2 卷积神经网络与图像识别 △的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：神经网络；卷积。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,26,5.2 的学习任务,yes,high,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 5.2 的学习任务,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,5.2 的学习任务的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：CNN；卷积。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,27,图像数据的张量表示,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,28,显微组织图像的特殊性,yes,high,材料组织,microscopy,显微组织；晶粒；组织识别；金相；深度学习 多模态AI 显微组织识别,microstructure; SEM; EBSD; deep learning microstructure recognition CNN architecture,材料显微组织识别 图像 显微组织图像的特殊性,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,显微组织图像的特殊性的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织；晶粒。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,29,卷积操作的直观含义,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 卷积操作的直观含义,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,卷积操作的直观含义的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：卷积。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,30,二维卷积公式,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 二维卷积公式,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,二维卷积公式的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：卷积。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,31,卷积层的三个重要超参数,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 卷积层的三个重要超参数,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,卷积层的三个重要超参数的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：卷积。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,32,池化层：降低分辨率与增强鲁棒性,yes,medium,安全合规案例,schematic,隐私；数据安全；公平性；可解释；鲁棒性；联邦学习；差分隐私；合规；伦理；水印；攻击；深度学习 多模态AI 显微组织识别,可信AI; deep learning microstructure recognition CNN architecture,可信AI 数据安全 隐私 公平性 可解释性 示意图 池化层：降低分辨率与增强鲁棒性,trustworthy AI framework data privacy fairness explainability robustness diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,池化层：降低分辨率与增强鲁棒性的教学示意图,right,右侧 40% 宽度,本页涉及安全合规案例相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：鲁棒性。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,33,CNN 的典型结构,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；深度学习 多模态AI 显微组织识别,SVM; KNN; deep learning microstructure recognition CNN architecture,机器学习流程 特征工程 模型训练 评估 示意图 CNN 的典型结构,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,CNN 的典型结构的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；分类。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,34,特征图的材料含义,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 特征图的材料含义,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,特征图的材料含义的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：CNN。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,35,数据增强：让模型看到合理变化,yes,low,概念示意,schematic,数据增强：让模型看到合理变化；深度学习 多模态AI 显微组织识别,deep learning microstructure recognition CNN architecture; concept diagram,深度学习 多模态AI 显微组织识别 数据增强：让模型看到合理变化 教学示意图,deep learning microstructure recognition CNN architecture 数据增强：让模型看到合理变化 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,数据增强：让模型看到合理变化的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,36,迁移学习：小样本场景的重要策略,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；深度学习 多模态AI 显微组织识别,SVM; KNN; deep learning microstructure recognition CNN architecture,机器学习流程 特征工程 模型训练 评估 示意图 迁移学习：小样本场景的重要策略,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,迁移学习：小样本场景的重要策略的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：分类。
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,37,常见 CNN 架构简表,yes,high,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；深度学习 多模态AI 显微组织识别,CNN; RNN; Transformer; embedding; deep learning microstructure recognition CNN architecture,神经网络 Transformer 注意力机制 CNN 架构图 常见 CNN 架构简表,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,常见 CNN 架构简表的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：CNN；卷积；深度学习；编码器；解码器。
