chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,11,解释器、包和环境,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 解释器、包和环境,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,解释器、包和环境的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,12,Conda与pip的角色,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 Conda与pip的角色,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,Conda与pip的角色的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,13,Jupyter Notebook适合做什么？,yes,low,概念示意,schematic,Jupyter Notebook适合做什么？；Python 数据处理 材料数据预处理,Python data preprocessing materials dataset workflow; concept diagram,Python 数据处理 材料数据预处理 Jupyter Notebook适合做什么？ 教学示意图,Python data preprocessing materials dataset workflow Jupyter Notebook适合做什么？ concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,Jupyter Notebook适合做什么？的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,14,脚本文件适合做什么？,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 脚本文件适合做什么？,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,脚本文件适合做什么？的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：数据清洗。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,15,材料数据项目的最小目录结构,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,16,第一个可运行示例,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 第一个可运行示例,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,第一个可运行示例的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,17,科学计算环境小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,18,2.2 NumPy、Pandas与Matplotlib基础,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 2.2 NumPy、Pandas与Matplotlib基础,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,2.2 NumPy、Pandas与Matplotlib基础的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,19,2.2 的学习任务,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 2.2 的学习任务,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,2.2 的学习任务的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：缺失值；Pandas；NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,20,NumPy：从列表到数组,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 NumPy：从列表到数组,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,NumPy：从列表到数组的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,21,数组维度：标量、向量、矩阵、张量,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；Python 数据处理 材料数据预处理,microstructure; SEM; EBSD; Python data preprocessing materials dataset workflow,材料显微组织识别 图像 数组维度：标量、向量、矩阵、张量,materials microstructure recognition microscopy image Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,数组维度：标量、向量、矩阵、张量的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,22,材料成分向量示例,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 材料成分向量示例,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,材料成分向量示例的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,23,NumPy向量化计算,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 NumPy向量化计算,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,NumPy向量化计算的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,24,广播机制：数组形状自动匹配,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 广播机制：数组形状自动匹配,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,广播机制：数组形状自动匹配的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,25,NumPy常用统计函数,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 NumPy常用统计函数,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,NumPy常用统计函数的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,26,Pandas：表格数据的核心工具,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 Pandas：表格数据的核心工具,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,Pandas：表格数据的核心工具的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：缺失值；Pandas。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,27,DataFrame的结构,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,28,读取CSV和Excel数据,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 读取CSV和Excel数据,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,读取CSV和Excel数据的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；CSV。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,29,选择行、列与条件筛选,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,30,新增列：从原始变量到派生特征,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 新增列：从原始变量到派生特征,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,新增列：从原始变量到派生特征的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：数据预处理；NumPy。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,31,分组统计：按材料类别或工艺分组,no,none,,,,,,,,,,,none,不建议插图,本页以代码阅读或演示为主，插图可能挤压 4:3 板书式排版空间。,no,若后续需要运行结果截图，可人工补充。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,32,Matplotlib：从数据到图形,no,none,,,,,,,,,,,none,不建议插图,本页以代码阅读或演示为主，插图可能挤压 4:3 板书式排版空间。,no,若后续需要运行结果截图，可人工补充。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,33,Figure与Axes的概念,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,34,三个工具如何协同？,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 三个工具如何协同？,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,三个工具如何协同？的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；NumPy；CSV。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,35,2.2 小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,36,2.3 材料数据类型,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,37,2.3 的学习任务,yes,medium,算法流程,algorithm_diagram,神经网络；卷积；注意力；深度学习；多模态；编码器；解码器；Python 数据处理 材料数据预处理,CNN; RNN; Transformer; embedding; Python data preprocessing materials dataset workflow,神经网络 Transformer 注意力机制 CNN 架构图 2.3 的学习任务,neural network architecture Transformer attention mechanism CNN diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,2.3 的学习任务的教学示意图,bottom,底部横向流程图,本页涉及深度学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：多模态。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,38,材料数据的“结构—工艺—性能”框架,yes,low,概念示意,schematic,材料数据的“结构—工艺—性能”框架；Python 数据处理 材料数据预处理,Python data preprocessing materials dataset workflow; concept diagram,Python 数据处理 材料数据预处理 材料数据的“结构—工艺—性能”框架 教学示意图,Python data preprocessing materials dataset workflow 材料数据的“结构—工艺—性能”框架 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,材料数据的“结构—工艺—性能”框架的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,39,成分数据：材料最基本的输入,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,40,成分数据表的推荐格式,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,41,成分归一化,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 成分归一化,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,成分归一化的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,42,wt.% 与 at.% 的转换思想,yes,medium,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；Python 数据处理 材料数据预处理,CALPHAD; Materials Project; phase-field; phase diagram; DFT; Python data preprocessing materials dataset workflow,材料信息学 CALPHAD 相图 高通量材料设计 wt.% 与 at.% 的转换思想,materials informatics CALPHAD phase diagram high-throughput materials design Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,wt.% 与 at.% 的转换思想的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：相图。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,43,wt.% 到 at.% 的Python示例,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；Python 数据处理 材料数据预处理,Pandas; NumPy; CSV; Python data preprocessing materials dataset workflow,Python Pandas 数据预处理 数据清洗 流程图 wt.% 到 at.% 的Python示例,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,wt.% 到 at.% 的Python示例的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas。
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,44,工艺数据：过程决定组织,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,45,工艺参数的派生特征,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,46,工艺派生特征代码示例,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
