chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,13,9.1.6 数据分层架构,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.1.6 数据分层架构 concept diagram open educational resource | 材料数据库 高通量材料设计 9.1.6 数据分层架构 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.1.6 数据分层架构的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,15,9.1.8 数据格式：CSV、JSON、HDF5、Parqu,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow | Python Pandas 数据预处理 数据清洗 流程图 9.1.8 数据格式：CSV、JSON、HDF5、Parqu | Pandas NumPy CSV materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.1.8 数据格式：CSV、JSON、HDF5、Parqu的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,16,9.1.9 批处理与流处理,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.1.9 批处理与流处理 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.1.9 批处理与流处理的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,18,9.1.11 案例：显微组织图像数据采集,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image materials database high-throughput materials design workflow | 材料显微组织识别 图像 9.1.11 案例：显微组织图像数据采集 | microstructure SEM EBSD materials database high-throughput materials design workflow diagram,材料组织,microscopy,9.1.11 案例：显微组织图像数据采集的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,19,9.1.12 案例：高通量计算数据采集,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.1.12 案例：高通量计算数据采集 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.1.12 案例：高通量计算数据采集的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,21,9.1.14 Python示例：记录数据处理日志,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow | Python Pandas 数据预处理 数据清洗 流程图 9.1.14 Python示例：记录数据处理日志 | Pandas NumPy CSV materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.1.14 Python示例：记录数据处理日志的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,23,9.2 云计算、Hadoop、Spark与NoSQL数据库概,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.2 云计算、Hadoop、Spark与NoSQL数据库概 concept diagram open educational resource | 材料数据库 高通量材料设计 9.2 云计算、Hadoop、Spark与NoSQL数据库概 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.2 云计算、Hadoop、Spark与NoSQL数据库概的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,24,9.2.1 为什么单机处理会遇到瓶颈,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.2.1 为什么单机处理会遇到瓶颈 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.2.1 为什么单机处理会遇到瓶颈的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,25,9.2.2 云计算的三种服务层次,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.2.2 云计算的三种服务层次 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.2.2 云计算的三种服务层次的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,26,9.2.3 本地集群与云平台比较,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram materials database high-throughput materials design workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 9.2.3 本地集群与云平台比较 | 可信AI materials database high-throughput materials design workflow diagram,安全合规案例,schematic,9.2.3 本地集群与云平台比较的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,28,9.2.5 HDFS：分布式文件系统,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 9.2.5 HDFS：分布式文件系统 | RAG GraphRAG materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.2.5 HDFS：分布式文件系统的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,29,9.2.6 MapReduce 的计算模型,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.2.6 MapReduce 的计算模型 concept diagram open educational resource | 材料数据库 高通量材料设计 9.2.6 MapReduce 的计算模型 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.2.6 MapReduce 的计算模型的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,30,9.2.7 Spark 的基本思想,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.2.7 Spark 的基本思想 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.2.7 Spark 的基本思想的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,31,9.2.8 Spark DataFrame 思维,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow | Python Pandas 数据预处理 数据清洗 流程图 9.2.8 Spark DataFrame 思维 | Pandas NumPy CSV materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.2.8 Spark DataFrame 思维的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,32,9.2.9 Python示例：Pandas风格的数据处理,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow | Python Pandas 数据预处理 数据清洗 流程图 9.2.9 Python示例：Pandas风格的数据处理 | Pandas NumPy CSV materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.2.9 Python示例：Pandas风格的数据处理的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,33,9.2.10 Spark伪代码：大规模材料表筛选,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image materials database high-throughput materials design workflow | 材料显微组织识别 图像 9.2.10 Spark伪代码：大规模材料表筛选 | microstructure SEM EBSD materials database high-throughput materials design workflow diagram,材料组织,microscopy,9.2.10 Spark伪代码：大规模材料表筛选的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,34,9.2.11 NoSQL数据库为什么出现,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.2.11 NoSQL数据库为什么出现 concept diagram open educational resource | 材料数据库 高通量材料设计 9.2.11 NoSQL数据库为什么出现 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.2.11 NoSQL数据库为什么出现的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,35,9.2.12 NoSQL主要类型,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 9.2.12 NoSQL主要类型 | RAG GraphRAG materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.2.12 NoSQL主要类型的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,36,9.2.13 文档数据库中的样品记录,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.2.13 文档数据库中的样品记录 concept diagram open educational resource | 材料数据库 高通量材料设计 9.2.13 文档数据库中的样品记录 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.2.13 文档数据库中的样品记录的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,37,9.2.14 CAP 思想的直观理解,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.2.14 CAP 思想的直观理解 concept diagram open educational resource | 材料数据库 高通量材料设计 9.2.14 CAP 思想的直观理解 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.2.14 CAP 思想的直观理解的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,38,9.2.15 数据湖、数据仓库与湖仓一体,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.2.15 数据湖、数据仓库与湖仓一体 concept diagram open educational resource | 材料数据库 高通量材料设计 9.2.15 数据湖、数据仓库与湖仓一体 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.2.15 数据湖、数据仓库与湖仓一体的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,39,9.2.16 材料实验室数据平台参考架构,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 9.2.16 材料实验室数据平台参考架构 | RAG GraphRAG materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.2.16 材料实验室数据平台参考架构的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,40,9.2.17 小型团队如何低成本起步,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram materials database high-throughput materials design workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 9.2.17 小型团队如何低成本起步 | RAG GraphRAG materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.2.17 小型团队如何低成本起步的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,42,9.3 材料数据库：Materials Project、OQ,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3 材料数据库：Materials Project、OQ | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3 材料数据库：Materials Project、OQ的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,43,9.3.1 材料数据库的价值,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.1 材料数据库的价值 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.1 材料数据库的价值的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,44,9.3.2 材料数据库的基本对象,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.2 材料数据库的基本对象 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.2 材料数据库的基本对象的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,45,9.3.3 Materials Project,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.3 Materials Project | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.3 Materials Project的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,46,9.3.4 Materials Project API 思路,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.4 Materials Project API 思路 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.4 Materials Project API 思路的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,47,9.3.5 Python示例：Materials Proje,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.5 Python示例：Materials Proje | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.5 Python示例：Materials Proje的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,48,9.3.6 OQMD：Open Quantum Materi,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.6 OQMD：Open Quantum Materi | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.6 OQMD：Open Quantum Materi的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,49,9.3.7 OQMD REST API 思路,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.3.7 OQMD REST API 思路 concept diagram open educational resource | 材料数据库 高通量材料设计 9.3.7 OQMD REST API 思路 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.3.7 OQMD REST API 思路的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,52,9.3.10 其他常见材料数据库,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.10 其他常见材料数据库 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.10 其他常见材料数据库的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,53,9.3.11 数据库字段对齐问题,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.3.11 数据库字段对齐问题 concept diagram open educational resource | 材料数据库 高通量材料设计 9.3.11 数据库字段对齐问题 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.3.11 数据库字段对齐问题的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,54,9.3.12 数据库数据的局限性,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.12 数据库数据的局限性 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.12 数据库数据的局限性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,55,9.3.13 数据库使用流程,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.3.13 数据库使用流程 concept diagram open educational resource | 材料数据库 高通量材料设计 9.3.13 数据库使用流程 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.3.13 数据库使用流程的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,56,9.3.14 Python示例：把查询结果转为DataFra,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow | Python Pandas 数据预处理 数据清洗 流程图 9.3.14 Python示例：把查询结果转为DataFra | Pandas NumPy CSV materials database high-throughput materials design workflow diagram,数据流程,flowchart,9.3.14 Python示例：把查询结果转为DataFra的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,57,9.3.15 OPTIMADE：跨数据库查询标准,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.3.15 OPTIMADE：跨数据库查询标准 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.3.15 OPTIMADE：跨数据库查询标准的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,59,9.4 高通量计算与高通量实验,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.4 高通量计算与高通量实验 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.4 高通量计算与高通量实验的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,60,9.4.1 高通量的基本思想,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.4.1 高通量的基本思想 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.4.1 高通量的基本思想的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,61,9.4.2 高通量不等于盲目穷举,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.4.2 高通量不等于盲目穷举 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.4.2 高通量不等于盲目穷举的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,62,9.4.3 高通量计算流程,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.4.3 高通量计算流程 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.4.3 高通量计算流程的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,63,9.4.4 高通量DFT常见计算性质,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 9.4.4 高通量DFT常见计算性质 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,9.4.4 高通量DFT常见计算性质的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,65,9.4.6 能量高于凸包,yes,1,not_found,,,,,,,,,,,,,,,materials database high-throughput materials design workflow 9.4.6 能量高于凸包 concept diagram open educational resource | 材料数据库 高通量材料设计 9.4.6 能量高于凸包 教学示意图 | materials database high-throughput materials design workflow concept diagram diagram,概念示意,schematic,9.4.6 能量高于凸包的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
