md_file,slide_id,slide_title,need_image,image_type,query_cn,query_en,layout,reason,priority,avoid,source_preference,manual_review
第1章_人工智能大数据与材料科学概论_100页_Marp.md,14,图灵测试与行为主义视角,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,15,人工智能发展简史：孕育阶段,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,16,人工智能发展简史：形成阶段,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,17,人工智能发展简史：起伏与复兴,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,18,人工智能的三大主要学派,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,19,符号主义：知识、规则与推理,yes,diagram,符号推理规则图,symbolic AI rule based reasoning,right,规则推理较抽象，图示更直观,medium,避免复杂公式和错误文字,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,20,连接主义：从数据中学习表示,yes,diagram,神经网络连接图,artificial neural network connections,right,连接主义需展示网络结构,medium,避免错误神经网络标注,wikimedia,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,21,行为主义：环境、行动与反馈,yes,workflow,强化学习反馈环,reinforcement learning feedback loop,right,状态行动反馈关系适合流程图,medium,避免复杂公式和错误文字,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,22,三大学派的互补关系,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,23,人工智能系统的基本组成,yes,diagram,AI系统组成,AI system components diagram,center,系统组成适合模块化结构图,medium,避免商业Logo,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,24,AI 的核心不是“替代人”，而是“增强人”,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,25,1.1 小结,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,26,1.2 大数据的 4V 特征与数据驱动科学,no,,,,,章节过渡页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,27,从数据到大数据,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,28,大数据的定义,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,29,4V 之一：Volume 海量性,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,30,4V 之二：Velocity 高速性,yes,workflow,实时数据流处理,real time data stream processing,right,高速性需体现数据流动过程,medium,避免商业Logo和无关设备,generated,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,31,4V 之三：Variety 多样性,yes,concept,多模态数据类型,multimodal data text image sensor,right,数据类型多样，视觉化更易区分,medium,避免过度装饰科技背景,generated,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,32,4V 之四：Value 价值性,yes,workflow,数据价值挖掘,data mining value extraction funnel,right,价值提取适合漏斗流程图,medium,避免空泛商业插画,generated,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,33,4V 之间的关系,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,34,数据驱动科学的基本思想,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,35,科学研究的四种范式,yes,diagram,科学四范式,four paradigms of scientific discovery,center,四种范式适合并列框架图,medium,避免错误年代和人物标注,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,36,数据驱动与物理驱动的互补,no,,,,,该页以公式说明为主，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,37,材料数据的特殊困难,yes,concept,材料数据难点,materials data challenges sparse heterogeneous,right,材料数据问题多，图示便于归纳,high,避免泛化为普通商业数据,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,38,数据质量决定模型上限,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,39,数据驱动材料研究的基本流程,yes,workflow,数据驱动材料流程,data driven materials research workflow,center,该页解释流程，图示有助理解,high,避免真实论文图未授权,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,40,一个简单例子：强度预测,no,,,,,该页以公式说明为主，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,41,1.2 小结,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,42,1.3 人工智能、大数据、云计算与材料基因工程,no,,,,,章节过渡页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,43,AI、大数据与云计算的分工,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,44,云计算的基本含义,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,45,为什么材料 AI 需要平台化,yes,diagram,材料AI平台架构,materials AI platform architecture,center,平台化涉及数据算力模型协同,high,避免商业Logo,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,46,材料基因工程的基本思想,yes,diagram,材料基因工程,materials genome initiative workflow,center,材料基因工程适合框架图表达,high,避免真实论文图未授权,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,47,材料“四要素”关系,yes,diagram,材料四要素关系,materials process structure property performance,center,四要素关系需结构化展示,high,避免把组织性能关系画错,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,48,材料基因工程中的三大支柱,yes,diagram,计算实验数据三支柱,materials genome three pillars computation experiment data,center,三大支柱适合三角结构图,high,避免文字过多影响版面,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,49,高通量计算与 AI,yes,workflow,高通量计算流程,high throughput computational materials screening,center,高通量计算具有明显工作流,high,避免真实论文图未授权,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,50,高通量实验与 AI,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,51,材料数据库与 AI,yes,screenshot,材料数据库界面,Materials Project database interface,right,数据库概念需界面实例支撑,high,避免商业Logo和隐私信息,manual,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,52,从数据库到知识库,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,53,一个材料 AI 闭环,yes,workflow,材料AI闭环,closed loop materials discovery AI,center,闭环迭代需用流程图展示,high,避免复杂公式和错误文字,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,54,技术系统中的角色分工,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,55,1.3 小结,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,56,1.4 现代 AI 技术谱系,no,,,,,章节过渡页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,57,AI、机器学习与深度学习的关系,yes,diagram,AI机器学习深度学习,AI machine learning deep learning relationship,center,层级关系适合嵌套结构图,medium,避免层级关系画反,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,58,机器学习的基本定义,no,,,,,该页以公式说明为主，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,59,监督学习,no,,,,,该页以公式说明为主，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,60,无监督学习,yes,chart,无监督聚类示意,unsupervised learning clustering visualization,right,聚类可视化能直观说明无监督学习,medium,避免数据点分类错误标注,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,61,强化学习,no,,,,,该页以公式说明为主，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,62,深度学习的基本思想,yes,diagram,深度学习层级特征,deep learning hierarchical feature representation,right,层级特征抽象适合网络示意图,medium,避免错误网络层名称,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,63,卷积神经网络与显微组织图像,yes,microstructure,显微组织CNN识别,metal microstructure CNN image classification,right,材料图像识别需显微组织实例,high,避免未授权论文显微图,manual,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,64,Transformer 与序列/文本数据,yes,diagram,Transformer自注意力,Transformer self attention architecture,right,自注意力机制适合结构图辅助,medium,避免错误架构和复杂公式,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,65,生成式 AI 的基本含义,yes,concept,生成式AI输出类型,generative AI text image code models,right,生成式AI输出形态多样,medium,避免使用具体商业Logo,generated,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,66,VAE、GAN 与扩散模型,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,67,大语言模型的能力边界,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,68,AI 代理的基本概念,yes,workflow,AI代理工具调用,AI agent tool use workflow,center,代理循环需展示观察行动反馈,high,避免错误工具调用流程,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,69,AI 代理与普通聊天模型的区别,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,70,现代 AI 技术谱系总结,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,71,1.4 小结,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,72,1.5 当人工智能遇上材料科学,no,,,,,章节过渡页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,73,材料科学问题的 AI 化,yes,workflow,材料问题AI化,materials problem AI formulation workflow,center,问题转化过程适合流程表达,high,避免泛化为普通机器学习流程,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,74,材料 AI 的典型任务,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,75,成分—工艺—组织—性能数据链,yes,workflow,成分工艺组织性能链,composition processing microstructure properties chain,center,数据链是材料AI核心逻辑,high,避免四要素顺序错误,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,76,材料描述符：让材料可计算,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,77,案例 1：合金强度预测,yes,chart,合金强度预测图,alloy strength prediction scatter plot,right,预测问题适合散点拟合图,high,避免使用真实论文数据未授权,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,78,案例 2：显微组织图像识别,yes,microstructure,显微组织图像识别,metal microstructure image segmentation,right,图像识别案例必须有组织图像,high,避免未授权论文显微图,manual,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,79,案例 3：增材制造过程监测,yes,photo,增材制造熔池监测,additive manufacturing melt pool monitoring,right,过程监测需展示真实场景,high,避免商业Logo和无关设备,manual,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,80,案例 4：材料文献挖掘,yes,workflow,材料文献挖掘流程,materials literature mining NLP workflow,center,文献到知识抽取适合流程图,high,避免真实论文截图未授权,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,81,案例 5：高通量筛选,yes,workflow,高通量筛选漏斗,high throughput materials screening funnel,center,候选材料筛选具有漏斗结构,high,避免真实论文图未授权,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,82,案例 6：反向材料设计,yes,workflow,反向材料设计,inverse materials design workflow,center,目标到候选材料需逆向流程图,high,避免公式和箭头方向错误,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,83,材料 AI 中的物理约束,yes,diagram,物理约束机器学习,physics constrained machine learning materials,right,物理约束与数据模型关系抽象,high,避免把物理约束弱化为装饰,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,84,小样本条件下的材料 AI,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,85,多尺度材料模拟与 AI,yes,diagram,多尺度材料模拟,multiscale materials modeling diagram,center,多尺度层级需图示串联,high,避免尺度层级混乱,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,86,AI for Materials 与 Materials for AI,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,87,材料 AI 的价值边界,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,88,1.5 小结,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,89,1.6 AI 发展引发的科学、伦理与安全思考,no,,,,,章节过渡页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,90,AI 可靠性的首要问题：幻觉,yes,concept,AI幻觉风险,AI hallucination risk concept,right,幻觉风险需要直观警示图,medium,避免夸张恐怖风格,generated,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,91,数据偏差与模型偏差,yes,diagram,数据偏差模型偏差,data bias model bias diagram,right,偏差传递链条适合图示,high,避免涉及敏感群体刻板图像,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,92,外推风险,yes,chart,模型外推风险,machine learning extrapolation risk chart,right,外推风险可用训练域边界展示,high,避免曲线含义不清,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,93,可解释性问题,yes,diagram,模型可解释性,interpretable machine learning feature importance,right,解释性需展示特征贡献关系,medium,避免错误SHAP等专业标注,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,94,可复现性问题,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,95,学术规范：AI 可以做什么,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,96,学术规范：AI 不能替代什么,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,97,数据安全与隐私保护,yes,diagram,数据隐私保护流程,data privacy protection workflow,right,隐私保护涉及多环节措施,medium,避免真实个人信息截图,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,98,网络安全与模型安全,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,99,科学伦理：效率与责任,no,,,,,文字说明较完整，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,100,材料 AI 的安全边界,yes,diagram,材料AI安全边界,safe AI materials science workflow,right,安全边界需展示人机审核关系,medium,避免把AI画成完全自动替代人,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,101,1.6 小结,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,102,本章总复习：六个核心问题,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,103,本章知识框架,yes,diagram,本章知识框架图,AI big data materials knowledge framework,center,总框架页适合知识图谱式总结,high,避免文字过密和层级错误,generated,yes
第1章_人工智能大数据与材料科学概论_100页_Marp.md,104,课堂讨论题 1,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,105,课堂讨论题 2,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,106,Python 示例：构造一个材料数据表,no,,,,,该页为代码示例，插图会拥挤,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,107,Python 示例：从数据到模型,no,,,,,该页为代码示例，插图会拥挤,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,108,Python 示例：解释模型系数,no,,,,,该页为代码示例，插图会拥挤,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,109,Python 示例：可视化数据趋势,no,,,,,该页为代码示例，插图会拥挤,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,110,本章编程作业,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,111,作业评分参考,no,,,,,该页已有表格，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,112,下一章预告,no,,,,,复习或作业页，暂不插图,low,not needed,,no
第1章_人工智能大数据与材料科学概论_100页_Marp.md,113,结束页,no,,,,,复习或作业页，暂不插图,low,not needed,,no
