chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,13,偏差来源：从数据到应用,yes,8,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s013_r1_svm-knn-trustworthy-data-security-privacy-fa.jpg,assets/downloaded/ch10/text1_expanded/ch10_s013_r1_svm-knn-trustworthy-data-security-privacy-fa.jpg,ch10_s013_r1_svm-knn-trustworthy-data-security-privacy-fa.jpg,.jpg,91551,1600,900,09aa8d66922f497c1d60509879ad39000988dd61d36ef15fc3ea9e3857c93387,https://www.bing.com/images/search?q=SVM+KNN+trustworthy+data+security+privacy+fairness+explainability+scientific+visualization,https://tse1.mm.bing.net/th?q=SVM+KNN+trustworthy+data+security+privacy+fairness+explainability+scientific+visualization&w=1600&h=900&c=7&rs=1&p=0,SVM KNN trustworthy data security privacy fairness explainability scientific visualization,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,SVM KNN trustworthy data security privacy fairness explainability scientific visualization,算法流程,flowchart,偏差来源：从数据到应用的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,14,材料数据中的选择偏差,yes,3,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s014_r1_bayes-trustworthy-data-security-privacy-fair.jpg,assets/downloaded/ch10/text1_expanded/ch10_s014_r1_bayes-trustworthy-data-security-privacy-fair.jpg,ch10_s014_r1_bayes-trustworthy-data-security-privacy-fair.jpg,.jpg,48817,1000,700,5a5a3bec7f3cff505e9a542f89a8100abfd1d13aaaeb01eeaa6f350f6375f6f8,https://www.bing.com/images/search?q=Bayes+trustworthy+data+security+privacy+fairness+explainability+trustworthy+AI+data+security+privacy+explainable+AI+algorithm_diagram+diagram,https://tse1.mm.bing.net/th?q=Bayes+trustworthy+data+security+privacy+fairness+explainability+trustworthy+AI+data+security+privacy+explainable+AI+algorithm_diagram+diagram&w=1000&h=700&c=7&rs=1&p=0,Bayes trustworthy data security privacy fairness explainability trustworthy AI data security privacy explainable AI algorithm_diagram diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Bayes trustworthy data security privacy fairness explainability trustworthy AI data security privacy explainable AI algorithm_diagram diagram,算法流程,algorithm_diagram,材料数据中的选择偏差的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,15,测量偏差与实验条件偏差,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s015_r1_microstructure-recognition-microscopy-trustw.jpg,assets/downloaded/ch10/text1_expanded/ch10_s015_r1_microstructure-recognition-microscopy-trustw.jpg,ch10_s015_r1_microstructure-recognition-microscopy-trustw.jpg,.jpg,55990,1399,900,7c164039a24e550c950edb5ef64a9752faaf3138b8e8149bcfdfdc1f483f5013,https://www.bing.com/images/search?q=materials+microstructure+recognition+microscopy+image+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%B5%8B%E9%87%8F%E5%81%8F%E5%B7%AE%E4%B8%8E%E5%AE%9E%E9%AA%8C%E6%9D%A1%E4%BB%B6%E5%81%8F%E5%B7%AE,https://tse1.mm.bing.net/th?q=materials+microstructure+recognition+microscopy+image+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%B5%8B%E9%87%8F%E5%81%8F%E5%B7%AE%E4%B8%8E%E5%AE%9E%E9%AA%8C%E6%9D%A1%E4%BB%B6%E5%81%8F%E5%B7%AE&w=1400&h=900&c=7&rs=1&p=0,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow 测量偏差与实验条件偏差,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow 测量偏差与实验条件偏差,材料组织,microscopy,测量偏差与实验条件偏差的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,16,标注偏差：显微组织识别示例,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s016_r1_microstructure-recognition-microscopy-trustw.jpg,assets/downloaded/ch10/text1_expanded/ch10_s016_r1_microstructure-recognition-microscopy-trustw.jpg,ch10_s016_r1_microstructure-recognition-microscopy-trustw.jpg,.jpg,147130,1399,900,cd9deae78bdcdf403c0b1d15941b9d38db35d88519f7a8d2ad08108c97faefab,https://www.bing.com/images/search?q=materials+microstructure+recognition+microscopy+image+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%A0%87%E6%B3%A8%E5%81%8F%E5%B7%AE+%E6%98%BE%E5%BE%AE%E7%BB%84%E7%BB%87%E8%AF%86%E5%88%AB%E7%A4%BA%E4%BE%8B,https://tse1.mm.bing.net/th?q=materials+microstructure+recognition+microscopy+image+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E6%A0%87%E6%B3%A8%E5%81%8F%E5%B7%AE+%E6%98%BE%E5%BE%AE%E7%BB%84%E7%BB%87%E8%AF%86%E5%88%AB%E7%A4%BA%E4%BE%8B&w=1400&h=900&c=7&rs=1&p=0,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow 标注偏差 显微组织识别示例,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow 标注偏差 显微组织识别示例,材料组织,microscopy,标注偏差：显微组织识别示例的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,17,公平性在材料AI中的重新表述,yes,11,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s017_r1_ch10-slide-trustworthy-data-security-privacy.jpg,assets/downloaded/ch10/text1_expanded/ch10_s017_r1_ch10-slide-trustworthy-data-security-privacy.jpg,ch10_s017_r1_ch10-slide-trustworthy-data-security-privacy.jpg,.jpg,100525,1000,700,335e5aea24c700b96ede949106c611c2e32ac64e9a8515e369f6cf060e6e89f2,https://www.bing.com/images/search?q=ch10+slide+017+trustworthy+AI+data+security+privacy+explainable+AI,https://tse1.mm.bing.net/th?q=ch10+slide+017+trustworthy+AI+data+security+privacy+explainable+AI&w=1000&h=700&c=7&rs=1&p=0,ch10 slide 017 trustworthy AI data security privacy explainable AI,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,ch10 slide 017 trustworthy AI data security privacy explainable AI,安全合规案例,schematic,公平性在材料AI中的重新表述的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,18,分类任务的基本评价矩阵,yes,7,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s018_r1_algorithm.jpg,assets/downloaded/ch10/text1_expanded/ch10_s018_r1_algorithm.jpg,ch10_s018_r1_algorithm.jpg,.jpg,44758,1000,700,75ab506875d18de2b97a55c1742ab5d98e218e6936ff0d129287e5eb96822ce3,https://www.bing.com/images/search?q=%E5%88%86%E7%B1%BB%E4%BB%BB%E5%8A%A1%E7%9A%84%E5%9F%BA%E6%9C%AC%E8%AF%84%E4%BB%B7%E7%9F%A9%E9%98%B5+algorithm+workflow+diagram,https://tse1.mm.bing.net/th?q=%E5%88%86%E7%B1%BB%E4%BB%BB%E5%8A%A1%E7%9A%84%E5%9F%BA%E6%9C%AC%E8%AF%84%E4%BB%B7%E7%9F%A9%E9%98%B5+algorithm+workflow+diagram&w=1000&h=700&c=7&rs=1&p=0,分类任务的基本评价矩阵 algorithm workflow diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,分类任务的基本评价矩阵 algorithm workflow diagram,算法流程,flowchart,分类任务的基本评价矩阵的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,19,分类指标公式,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch04\text1_expanded\ch04_s042_r1_machine-learning-feature-engineering-model-t.jpg,assets/downloaded/ch04/text1_expanded/ch04_s042_r1_machine-learning-feature-engineering-model-t.jpg,ch04_s042_r1_machine-learning-feature-engineering-model-t.jpg,.jpg,,,,3b5c20a1df33cf44172c5ee07bac114e322b7f259532c3668f3a04a599772118,https://www.bing.com/images/search?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+ch10+019,https://tse1.mm.bing.net/th?q=machine+learning+workflow+feature+engineering+model+training+evaluation+diagram+trustworthy+AI+data+security+privacy+fairness+explainability+workflow+ch10+019&w=1600&h=900&c=7&rs=1&p=0,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow ch10 019,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow ch10 019,算法流程,flowchart,分类指标公式的教学示意图,底部横向流程图,assets/downloaded/ch04/text1_expanded/ch04_s042_r1_machine-learning-feature-engineering-model-t.jpg,expanded loose mode; duplicate reused after 12 query variants
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,20,材料子群误差差异,yes,5,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s020_r1_trustworthy-data-security-privacy-explainabl.jpg,assets/downloaded/ch10/text1_expanded/ch10_s020_r1_trustworthy-data-security-privacy-explainabl.jpg,ch10_s020_r1_trustworthy-data-security-privacy-explainabl.jpg,.jpg,67755,1400,900,a5054e93fe89c21468cf6c801d6a65da48afbfd26784f4c03fc38e709439c734,https://www.bing.com/images/search?q=trustworthy+AI+data+security+privacy+explainable+AI+algorithm+workflow+diagram+%E6%9D%90%E6%96%99%E5%AD%90%E7%BE%A4%E8%AF%AF%E5%B7%AE%E5%B7%AE%E5%BC%82+education,https://tse1.mm.bing.net/th?q=trustworthy+AI+data+security+privacy+explainable+AI+algorithm+workflow+diagram+%E6%9D%90%E6%96%99%E5%AD%90%E7%BE%A4%E8%AF%AF%E5%B7%AE%E5%B7%AE%E5%BC%82+education&w=1400&h=900&c=7&rs=1&p=0,trustworthy AI data security privacy explainable AI algorithm workflow diagram 材料子群误差差异 education,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,trustworthy AI data security privacy explainable AI algorithm workflow diagram 材料子群误差差异 education,算法流程,flowchart,材料子群误差差异的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,21,公平性诊断的基本流程,yes,7,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s021_r1_data-security-privacy-compliance.jpg,assets/downloaded/ch10/text1_expanded/ch10_s021_r1_data-security-privacy-compliance.jpg,ch10_s021_r1_data-security-privacy-compliance.jpg,.jpg,68300,1000,700,bbbf29d95ec5e7d80d9a9eca60adc76849594b7a83c609487df93eacc273d399,https://www.bing.com/images/search?q=%E5%85%AC%E5%B9%B3%E6%80%A7%E8%AF%8A%E6%96%AD%E7%9A%84%E5%9F%BA%E6%9C%AC%E6%B5%81%E7%A8%8B+data+security+privacy+compliance+diagram,https://tse1.mm.bing.net/th?q=%E5%85%AC%E5%B9%B3%E6%80%A7%E8%AF%8A%E6%96%AD%E7%9A%84%E5%9F%BA%E6%9C%AC%E6%B5%81%E7%A8%8B+data+security+privacy+compliance+diagram&w=1000&h=700&c=7&rs=1&p=0,公平性诊断的基本流程 data security privacy compliance diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,公平性诊断的基本流程 data security privacy compliance diagram,安全合规案例,schematic,公平性诊断的基本流程的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,22,Python示例：按材料类别计算误差,yes,2,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s022_r1_python-trustworthy-data-security-privacy-exp.jpg,assets/downloaded/ch10/text1_expanded/ch10_s022_r1_python-trustworthy-data-security-privacy-exp.jpg,ch10_s022_r1_python-trustworthy-data-security-privacy-exp.jpg,.jpg,43040,1200,800,681794b1d05e1dc9701c7fe217252f781553a045f773eece7d6c58cb35a3d211,https://www.bing.com/images/search?q=Python+trustworthy+AI+data+security+privacy+explainable+AI+data+pipeline+workflow,https://tse1.mm.bing.net/th?q=Python+trustworthy+AI+data+security+privacy+explainable+AI+data+pipeline+workflow&w=1200&h=800&c=7&rs=1&p=0,Python trustworthy AI data security privacy explainable AI data pipeline workflow,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Python trustworthy AI data security privacy explainable AI data pipeline workflow,数据流程,flowchart,Python示例：按材料类别计算误差的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,23,偏差缓解策略,yes,3,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s023_r1_agent-trustworthy-data-security-privacy-fair.jpg,assets/downloaded/ch10/text1_expanded/ch10_s023_r1_agent-trustworthy-data-security-privacy-fair.jpg,ch10_s023_r1_agent-trustworthy-data-security-privacy-fair.jpg,.jpg,68784,1000,699,b57c8725886d76ce90e04774a2cf0ab890f368c8cbc55bef52b35e988e1d6fd9,https://www.bing.com/images/search?q=Agent+trustworthy+data+security+privacy+fairness+explainability+trustworthy+AI+data+security+privacy+explainable+AI+flowchart+diagram,https://tse1.mm.bing.net/th?q=Agent+trustworthy+data+security+privacy+fairness+explainability+trustworthy+AI+data+security+privacy+explainable+AI+flowchart+diagram&w=1000&h=700&c=7&rs=1&p=0,Agent trustworthy data security privacy fairness explainability trustworthy AI data security privacy explainable AI flowchart diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,Agent trustworthy data security privacy fairness explainability trustworthy AI data security privacy explainable AI flowchart diagram,算法流程,flowchart,偏差缓解策略的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,24,人类监督：不是形式要求,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s024_r1_trustworthy-data-security-privacy-fairness-e.jpg,assets/downloaded/ch10/text1_expanded/ch10_s024_r1_trustworthy-data-security-privacy-fairness-e.jpg,ch10_s024_r1_trustworthy-data-security-privacy-fairness-e.jpg,.jpg,64089,1400,899,1b8b794e3b5f5a00f75f9b2a1e0cf1e8a95fe6c5b5778332d5d6af80e109eead,https://www.bing.com/images/search?q=trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E4%BA%BA%E7%B1%BB%E7%9B%91%E7%9D%A3%EF%BC%9A%E4%B8%8D%E6%98%AF%E5%BD%A2%E5%BC%8F%E8%A6%81%E6%B1%82+concept+diagram+open+educational+resource+%E4%BA%BA%E7%B1%BB%E7%9B%91%E7%9D%A3+%E4%B8%8D%E6%98%AF%E5%BD%A2%E5%BC%8F%E8%A6%81%E6%B1%82,https://tse1.mm.bing.net/th?q=trustworthy+AI+data+security+privacy+fairness+explainability+workflow+%E4%BA%BA%E7%B1%BB%E7%9B%91%E7%9D%A3%EF%BC%9A%E4%B8%8D%E6%98%AF%E5%BD%A2%E5%BC%8F%E8%A6%81%E6%B1%82+concept+diagram+open+educational+resource+%E4%BA%BA%E7%B1%BB%E7%9B%91%E7%9D%A3+%E4%B8%8D%E6%98%AF%E5%BD%A2%E5%BC%8F%E8%A6%81%E6%B1%82&w=1400&h=900&c=7&rs=1&p=0,trustworthy AI data security privacy fairness explainability workflow 人类监督：不是形式要求 concept diagram open educational resource 人类监督 不是形式要求,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,trustworthy AI data security privacy fairness explainability workflow 人类监督：不是形式要求 concept diagram open educational resource 人类监督 不是形式要求,概念示意,schematic,人类监督：不是形式要求的教学示意图,右侧 35% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,25,课堂讨论：一个偏差案例,yes,6,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s025_r1_schematic.jpg,assets/downloaded/ch10/text1_expanded/ch10_s025_r1_schematic.jpg,ch10_s025_r1_schematic.jpg,.jpg,80384,1200,800,5d95d04155183cd835afcda4b9a810b480bdc248bc87332ece09b8dc7306fffe,https://www.bing.com/images/search?q=%E5%8F%AF%E4%BF%A1AI+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8+%E7%BB%BC%E5%90%88%E5%BA%94%E7%94%A8+%E8%AF%BE%E5%A0%82%E8%AE%A8%E8%AE%BA%EF%BC%9A%E4%B8%80%E4%B8%AA%E5%81%8F%E5%B7%AE%E6%A1%88%E4%BE%8B+%E6%95%99%E5%AD%A6%E7%A4%BA%E6%84%8F%E5%9B%BE+%E8%AF%BE%E5%A0%82%E8%AE%A8%E8%AE%BA+%E4%B8%80%E4%B8%AA%E5%81%8F%E5%B7%AE%E6%A1%88%E4%BE%8B,https://tse1.mm.bing.net/th?q=%E5%8F%AF%E4%BF%A1AI+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8+%E7%BB%BC%E5%90%88%E5%BA%94%E7%94%A8+%E8%AF%BE%E5%A0%82%E8%AE%A8%E8%AE%BA%EF%BC%9A%E4%B8%80%E4%B8%AA%E5%81%8F%E5%B7%AE%E6%A1%88%E4%BE%8B+%E6%95%99%E5%AD%A6%E7%A4%BA%E6%84%8F%E5%9B%BE+%E8%AF%BE%E5%A0%82%E8%AE%A8%E8%AE%BA+%E4%B8%80%E4%B8%AA%E5%81%8F%E5%B7%AE%E6%A1%88%E4%BE%8B&w=1200&h=800&c=7&rs=1&p=0,可信AI 数据安全 综合应用 课堂讨论：一个偏差案例 教学示意图 课堂讨论 一个偏差案例,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,可信AI 数据安全 综合应用 课堂讨论：一个偏差案例 教学示意图 课堂讨论 一个偏差案例,概念示意,schematic,课堂讨论：一个偏差案例的教学示意图,右侧 35% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,26,10.2 数据安全、隐私保护与网络安全 △,yes,6,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s026_r1_schematic.jpg,assets/downloaded/ch10/text1_expanded/ch10_s026_r1_schematic.jpg,ch10_s026_r1_schematic.jpg,.jpg,71242,1200,800,ce48fd270f9fce925995b4daddaa1788de249f3e3086bde8781b4f16a242e97f,https://www.bing.com/images/search?q=%E5%8F%AF%E4%BF%A1AI+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8+%E9%9A%90%E7%A7%81+%E5%85%AC%E5%B9%B3%E6%80%A7+%E5%8F%AF%E8%A7%A3%E9%87%8A%E6%80%A7+%E7%A4%BA%E6%84%8F%E5%9B%BE+10.2+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8%E3%80%81%E9%9A%90%E7%A7%81%E4%BF%9D%E6%8A%A4%E4%B8%8E%E7%BD%91%E7%BB%9C%E5%AE%89%E5%85%A8+%E2%96%B3+10+2+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8+%E9%9A%90%E7%A7%81%E4%BF%9D%E6%8A%A4%E4%B8%8E%E7%BD%91%E7%BB%9C%E5%AE%89%E5%85%A8,https://tse1.mm.bing.net/th?q=%E5%8F%AF%E4%BF%A1AI+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8+%E9%9A%90%E7%A7%81+%E5%85%AC%E5%B9%B3%E6%80%A7+%E5%8F%AF%E8%A7%A3%E9%87%8A%E6%80%A7+%E7%A4%BA%E6%84%8F%E5%9B%BE+10.2+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8%E3%80%81%E9%9A%90%E7%A7%81%E4%BF%9D%E6%8A%A4%E4%B8%8E%E7%BD%91%E7%BB%9C%E5%AE%89%E5%85%A8+%E2%96%B3+10+2+%E6%95%B0%E6%8D%AE%E5%AE%89%E5%85%A8+%E9%9A%90%E7%A7%81%E4%BF%9D%E6%8A%A4%E4%B8%8E%E7%BD%91%E7%BB%9C%E5%AE%89%E5%85%A8&w=1200&h=800&c=7&rs=1&p=0,可信AI 数据安全 隐私 公平性 可解释性 示意图 10.2 数据安全、隐私保护与网络安全 △ 10 2 数据安全 隐私保护与网络安全,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,可信AI 数据安全 隐私 公平性 可解释性 示意图 10.2 数据安全、隐私保护与网络安全 △ 10 2 数据安全 隐私保护与网络安全,安全合规案例,schematic,10.2 数据安全、隐私保护与网络安全 △的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,27,10.2.1 三类安全概念,yes,7,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s027_r1_data-security-privacy-compliance.jpg,assets/downloaded/ch10/text1_expanded/ch10_s027_r1_data-security-privacy-compliance.jpg,ch10_s027_r1_data-security-privacy-compliance.jpg,.jpg,69520,1000,700,1d8b2f033a93b990973ba500f2fd27355bf3ab32805b025223a1965e2a1ac2c8,https://www.bing.com/images/search?q=10+2+1+%E4%B8%89%E7%B1%BB%E5%AE%89%E5%85%A8%E6%A6%82%E5%BF%B5+data+security+privacy+compliance+diagram,https://tse1.mm.bing.net/th?q=10+2+1+%E4%B8%89%E7%B1%BB%E5%AE%89%E5%85%A8%E6%A6%82%E5%BF%B5+data+security+privacy+compliance+diagram&w=1000&h=700&c=7&rs=1&p=0,10 2 1 三类安全概念 data security privacy compliance diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,10 2 1 三类安全概念 data security privacy compliance diagram,安全合规案例,schematic,10.2.1 三类安全概念的教学示意图,右侧 40% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,28,材料实验室的数据资产,yes,2,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s028_r1_trustworthy-data-security-privacy-explainabl.jpg,assets/downloaded/ch10/text1_expanded/ch10_s028_r1_trustworthy-data-security-privacy-explainabl.jpg,ch10_s028_r1_trustworthy-data-security-privacy-explainabl.jpg,.jpg,65358,1200,800,1fe4d9627a773941e1601fb2a75b6dcafb695726f2d7ecf82b65e39afae8df36,https://www.bing.com/images/search?q=trustworthy+AI+data+security+privacy+explainable+AI+data+pipeline+workflow,https://tse1.mm.bing.net/th?q=trustworthy+AI+data+security+privacy+explainable+AI+data+pipeline+workflow&w=1200&h=800&c=7&rs=1&p=0,trustworthy AI data security privacy explainable AI data pipeline workflow,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,trustworthy AI data security privacy explainable AI data pipeline workflow,数据流程,flowchart,材料实验室的数据资产的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,29,CIA三元组,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s029_r1_trustworthy-data-security-privacy-fairness-e.jpg,assets/downloaded/ch10/text1_expanded/ch10_s029_r1_trustworthy-data-security-privacy-fairness-e.jpg,ch10_s029_r1_trustworthy-data-security-privacy-fairness-e.jpg,.jpg,63836,1399,900,10666295a52624143e47ddd0bedb4c8c59f5fdf1c6efe03f9f02690e942b4601,https://www.bing.com/images/search?q=trustworthy+AI+data+security+privacy+fairness+explainability+workflow+CIA%E4%B8%89%E5%85%83%E7%BB%84+concept+diagram+open+educational+resource+CIA%E4%B8%89%E5%85%83%E7%BB%84,https://tse1.mm.bing.net/th?q=trustworthy+AI+data+security+privacy+fairness+explainability+workflow+CIA%E4%B8%89%E5%85%83%E7%BB%84+concept+diagram+open+educational+resource+CIA%E4%B8%89%E5%85%83%E7%BB%84&w=1400&h=900&c=7&rs=1&p=0,trustworthy AI data security privacy fairness explainability workflow CIA三元组 concept diagram open educational resource CIA三元组,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,trustworthy AI data security privacy fairness explainability workflow CIA三元组 concept diagram open educational resource CIA三元组,概念示意,schematic,CIA三元组的教学示意图,右侧 35% 宽度,,expanded loose mode; source and copyright not verified; opened successfully
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,31,数据分级分类,yes,7,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch10\text1_expanded\ch10_s031_r1_algorithm.jpg,assets/downloaded/ch10/text1_expanded/ch10_s031_r1_algorithm.jpg,ch10_s031_r1_algorithm.jpg,.jpg,43524,1000,700,df0da49d368cdc67889c792536c0d94e58fb73fdd7b160dfd1ad03c589156c75,https://www.bing.com/images/search?q=%E6%95%B0%E6%8D%AE%E5%88%86%E7%BA%A7%E5%88%86%E7%B1%BB+algorithm+workflow+diagram,https://tse1.mm.bing.net/th?q=%E6%95%B0%E6%8D%AE%E5%88%86%E7%BA%A7%E5%88%86%E7%B1%BB+algorithm+workflow+diagram&w=1000&h=700&c=7&rs=1&p=0,数据分级分类 algorithm workflow diagram,unknown,unknown; copyright risk not checked,Bing thumbnail fallback; 来源和版权未核验，需人工复核后再用于正式课件。,数据分级分类 algorithm workflow diagram,算法流程,flowchart,数据分级分类的教学示意图,底部横向流程图,,expanded loose mode; source and copyright not verified; opened successfully
